#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_001181565.1	PRJNA224116	SAMEA3374647	CVWW00000000.1	na	287	287	Pseudomonas aeruginosa	strain=P52_2_London_26_VIM_2_02_13		latest	Contig	Major	Full	2015/07/07	P52_2_London_26_VIM_2_02_13	PHE	GCA_001181565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/565/GCF_001181565.1_P52_2_London_26_VIM_2_02_13		
GCF_001181585.1	PRJNA224116	SAMEA3374648	CWER00000000.1	na	287	287	Pseudomonas aeruginosa	strain=P53_London_9_VIM_2_02_13		latest	Contig	Major	Full	2015/07/07	P53_London_9_VIM_2_02_13	PHE	GCA_001181585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/585/GCF_001181585.1_P53_London_9_VIM_2_02_13		
GCF_001181605.1	PRJNA224116	SAMEA3374649	CWFR00000000.1	na	287	287	Pseudomonas aeruginosa	strain=P54_1_London_24_VIM_2_04_13		latest	Contig	Major	Full	2015/07/07	P54_1_London_24_VIM_2_04_13	PHE	GCA_001181605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/605/GCF_001181605.1_P54_1_London_24_VIM_2_04_13		
GCF_001181625.1	PRJNA224116	SAMEA3374650	CVUW00000000.1	na	287	287	Pseudomonas aeruginosa	strain=E8_London_17_VIM_2_04_13		latest	Contig	Major	Full	2015/07/07	E8_London_17_VIM_2_04_13	PHE	GCA_001181625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/625/GCF_001181625.1_E8_London_17_VIM_2_04_13		
GCF_001181645.1	PRJNA224116	SAMEA3374651	CVUN00000000.1	na	287	287	Pseudomonas aeruginosa	strain=E9_London_17_VIM_2_04_13		latest	Contig	Major	Full	2015/07/07	E9_London_17_VIM_2_04_13	PHE	GCA_001181645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/645/GCF_001181645.1_E9_London_17_VIM_2_04_13		
GCF_001181665.1	PRJNA224116	SAMEA3374652	CVXL00000000.1	na	287	287	Pseudomonas aeruginosa	strain=P54_2_London_24_VIM_2_04_13		latest	Contig	Major	Full	2015/07/07	P54_2_London_24_VIM_2_04_13	PHE	GCA_001181665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/665/GCF_001181665.1_P54_2_London_24_VIM_2_04_13		
GCF_001181685.1	PRJNA224116	SAMEA3374653	CVWX00000000.1	na	287	287	Pseudomonas aeruginosa	strain=P55_London_26_VIM_2_05_13		latest	Contig	Major	Full	2015/07/07	P55_London_26_VIM_2_05_13	PHE	GCA_001181685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/685/GCF_001181685.1_P55_London_26_VIM_2_05_13		
GCF_001181705.1	PRJNA224116	SAMEA3374654	CVVZ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=E10_London_26_VIM_2_06_13		latest	Contig	Major	Full	2015/07/07	E10_London_26_VIM_2_06_13	PHE	GCA_001181705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/705/GCF_001181705.1_E10_London_26_VIM_2_06_13		
GCF_001181725.1	PRJNA224116	SAMEA3374655	CVVM00000000.1	na	287	287	Pseudomonas aeruginosa	strain=E11_London_26_VIM_2_06_13		latest	Contig	Major	Full	2015/07/07	E11_London_26_VIM_2_06_13	PHE	GCA_001181725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/725/GCF_001181725.1_E11_London_26_VIM_2_06_13		
GCF_001181745.1	PRJNA224116	SAMEA3374656	CVUX00000000.1	na	287	287	Pseudomonas aeruginosa	strain=E12_London_26_VIM_2_06_13		latest	Contig	Major	Full	2015/07/07	E12_London_26_VIM_2_06_13	PHE	GCA_001181745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/745/GCF_001181745.1_E12_London_26_VIM_2_06_13		
GCF_001181765.1	PRJNA224116	SAMEA3374657	CVVQ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=E13_London_26_VIM_2_06_13		latest	Contig	Major	Full	2015/07/07	E13_London_26_VIM_2_06_13	PHE	GCA_001181765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/765/GCF_001181765.1_E13_London_26_VIM_2_06_13		
GCF_001181785.1	PRJNA224116	SAMEA3374658	CWGG00000000.1	na	287	287	Pseudomonas aeruginosa	strain=E14_London_26_VIM_2_06_13		latest	Contig	Major	Full	2015/07/07	E14_London_26_VIM_2_06_13	PHE	GCA_001181785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/785/GCF_001181785.1_E14_London_26_VIM_2_06_13		
GCF_001181805.1	PRJNA224116	SAMEA3374659	CVXC00000000.1	na	287	287	Pseudomonas aeruginosa	strain=P56_London_12_VIM_2_07_13		latest	Contig	Major	Full	2015/07/07	P56_London_12_VIM_2_07_13	PHE	GCA_001181805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/805/GCF_001181805.1_P56_London_12_VIM_2_07_13		
GCF_001181825.1	PRJNA224116	SAMEA3374660	CVXH00000000.1	na	287	287	Pseudomonas aeruginosa	strain=P8_2_London_17_VIM_2_07_13		latest	Contig	Major	Full	2015/07/07	P8_2_London_17_VIM_2_07_13	PHE	GCA_001181825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/825/GCF_001181825.1_P8_2_London_17_VIM_2_07_13		
GCF_001181845.1	PRJNA224116	SAMEA3374661	CVWZ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=P57_South_East_3_VIM_2_09_13		latest	Contig	Major	Full	2015/07/07	P57_South_East_3_VIM_2_09_13	PHE	GCA_001181845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/845/GCF_001181845.1_P57_South_East_3_VIM_2_09_13		
GCF_001181865.1	PRJNA224116	SAMEA3374662	CVXA00000000.1	na	287	287	Pseudomonas aeruginosa	strain=P58_London_29_09_13		latest	Contig	Major	Full	2015/07/07	P58_London_29_09_13	PHE	GCA_001181865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/865/GCF_001181865.1_P58_London_29_09_13		
GCF_001181885.1	PRJNA224116	SAMEA3374663	CVXN00000000.1	na	287	287	Pseudomonas aeruginosa	strain=P59_Wales_1_VIM_2_09_13		latest	Contig	Major	Full	2015/07/07	P59_Wales_1_VIM_2_09_13	PHE	GCA_001181885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/885/GCF_001181885.1_P59_Wales_1_VIM_2_09_13		
GCF_001181905.1	PRJNA224116	SAMEA3374664	CVXD00000000.1	na	287	287	Pseudomonas aeruginosa	strain=P60_London_6_VIM_2_11_13		latest	Contig	Major	Full	2015/07/07	P60_London_6_VIM_2_11_13	PHE	GCA_001181905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/905/GCF_001181905.1_P60_London_6_VIM_2_11_13		
GCF_001181925.1	PRJNA224116	SAMEA3374665	CVXB00000000.1	na	287	287	Pseudomonas aeruginosa	strain=P61_London_9_VIM_2_11_13		latest	Contig	Major	Full	2015/07/07	P61_London_9_VIM_2_11_13	PHE	GCA_001181925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/925/GCF_001181925.1_P61_London_9_VIM_2_11_13		
GCF_001181945.1	PRJNA224116	SAMEA3374666	CWFQ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=P64_East_of_England_6_01_14		latest	Contig	Major	Full	2015/07/07	P64_East_of_England_6_01_14	PHE	GCA_001181945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/945/GCF_001181945.1_P64_East_of_England_6_01_14		
GCF_001181965.1	PRJNA224116	SAMEA3374667	CWEO00000000.1	na	287	287	Pseudomonas aeruginosa	strain=P62_London_9_VIM_2_01_14		latest	Contig	Major	Full	2015/07/07	P62_London_9_VIM_2_01_14	PHE	GCA_001181965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/181/965/GCF_001181965.1_P62_London_9_VIM_2_01_14		
GCF_001182005.1	PRJNA224116	SAMEA3374669	CWFH00000000.1	na	287	287	Pseudomonas aeruginosa	strain=P63_London_25_VIM_2_03_14		latest	Contig	Major	Full	2015/07/07	P63_London_25_VIM_2_03_14	PHE	GCA_001182005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/182/005/GCF_001182005.1_P63_London_25_VIM_2_03_14		
GCF_001182945.1	PRJNA224116	SAMEA3374632	CVWL00000000.1	na	287	287	Pseudomonas aeruginosa	strain=P44_Wales_1_VIM_2_11_12		latest	Contig	Major	Full	2015/07/07	P44_Wales_1_VIM_2_11_12	PHE	GCA_001182945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/182/945/GCF_001182945.1_P44_Wales_1_VIM_2_11_12		
GCF_001280745.1	PRJNA224116	SAMN03840665	LGJE00000000.1	na	287	287	Pseudomonas aeruginosa	strain=EML545		latest	Scaffold	Major	Full	2015/09/09	ASM128074v1	Universite de Lyon	GCA_001280745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/745/GCF_001280745.1_ASM128074v1		
GCF_001280755.1	PRJNA224116	SAMN03840633	LFXS00000000.1	na	287	287	Pseudomonas aeruginosa	strain=EML528		latest	Contig	Major	Full	2015/09/09	ASM128075v1	Universite de Lyon	GCA_001280755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/755/GCF_001280755.1_ASM128075v1		
GCF_001280765.1	PRJNA224116	SAMN03840672	LFXR00000000.1	na	287	287	Pseudomonas aeruginosa	strain=EML548		latest	Contig	Major	Full	2015/09/09	ASM128076v1	Universite de Lyon	GCA_001280765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/765/GCF_001280765.1_ASM128076v1		
GCF_001293085.1	PRJNA224116	SAMN04074798		na	287	287	Pseudomonas aeruginosa	strain=PA1RG		latest	Complete Genome	Major	Full	2015/09/17	ASM129308v1	Third Military Medical University	GCA_001293085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/293/085/GCF_001293085.1_ASM129308v1		
GCF_001294675.1	PRJNA224116	SAMN03268354	LJGL00000000.1	na	287	287	Pseudomonas aeruginosa	strain=ATCC 9027		latest	Contig	Major	Full	2015/09/18	ASM129467v1	CSIRO	GCA_001294675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/294/675/GCF_001294675.1_ASM129467v1		
GCF_001295275.1	PRJNA224116	SAMN04041443	LJJO00000000.1	na	287	287	Pseudomonas aeruginosa	strain=PASS2		latest	Scaffold	Major	Full	2015/09/21	ASM129527v1	Macquarie University	GCA_001295275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/295/275/GCF_001295275.1_ASM129527v1		
GCF_001295285.1	PRJNA224116	SAMN04041445	LJJQ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=PASS4		latest	Scaffold	Major	Full	2015/09/21	ASM129528v1	Macquarie University	GCA_001295285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/295/285/GCF_001295285.1_ASM129528v1		
GCF_001295295.1	PRJNA224116	SAMN04041441	LJJN00000000.1	na	287	287	Pseudomonas aeruginosa	strain=PASS1		latest	Scaffold	Major	Full	2015/09/21	ASM129529v1	Macquarie University	GCA_001295295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/295/295/GCF_001295295.1_ASM129529v1		
GCF_001295345.1	PRJNA224116	SAMN04041444	LJJP00000000.1	na	287	287	Pseudomonas aeruginosa	strain=PASS3		latest	Scaffold	Major	Full	2015/09/21	ASM129534v1	Macquarie University	GCA_001295345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/295/345/GCF_001295345.1_ASM129534v1		
GCF_001373595.1	PRJNA224116	SAMEA3294409	CUWZ00000000.1	na	287	287	Pseudomonas aeruginosa		RW184	latest	Contig	Major	Full	2015/04/20	212_Rw184_contigs_500	CARDIFF UNIVERSITY	GCA_001373595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/595/GCF_001373595.1_212_Rw184_contigs_500		
GCF_001373615.1	PRJNA224116	SAMEA3294410	CTCQ00000000.1	na	287	287	Pseudomonas aeruginosa		TSB 1	latest	Contig	Major	Full	2015/04/20	213_Tsb_1_contigs_500	CARDIFF UNIVERSITY	GCA_001373615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/615/GCF_001373615.1_213_Tsb_1_contigs_500		
GCF_001373635.1	PRJNA224116	SAMEA3294411	CTDC00000000.1	na	287	287	Pseudomonas aeruginosa		RW27	latest	Contig	Major	Full	2015/04/20	234_Rw27_contigs_500	CARDIFF UNIVERSITY	GCA_001373635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/635/GCF_001373635.1_234_Rw27_contigs_500		
GCF_001373655.1	PRJNA224116	SAMEA3294412	CTDD00000000.1	na	287	287	Pseudomonas aeruginosa		RW146	latest	Contig	Major	Full	2015/04/20	235_Rw146_contigs_500	CARDIFF UNIVERSITY	GCA_001373655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/655/GCF_001373655.1_235_Rw146_contigs_500		
GCF_001373675.1	PRJNA224116	SAMEA3294413	CTDE00000000.1	na	287	287	Pseudomonas aeruginosa		ATCC 13388	latest	Contig	Major	Full	2015/04/20	236_Rw196_contigs_500	CARDIFF UNIVERSITY	GCA_001373675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/675/GCF_001373675.1_236_Rw196_contigs_500		
GCF_001373695.1	PRJNA224116	SAMEA3294414	CTDF00000000.1	na	287	287	Pseudomonas aeruginosa		TSB 3	latest	Contig	Major	Full	2015/04/20	237_Tsb_3_contigs_500	CARDIFF UNIVERSITY	GCA_001373695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/695/GCF_001373695.1_237_Tsb_3_contigs_500		
GCF_001373715.1	PRJNA224116	SAMEA3294415	CTDG00000000.1	na	287	287	Pseudomonas aeruginosa		2.5% 2	latest	Contig	Major	Full	2015/04/20	238_2_5Pc_2_contigs_500	CARDIFF UNIVERSITY	GCA_001373715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/715/GCF_001373715.1_238_2_5Pc_2_contigs_500		
GCF_001373735.1	PRJNA224116	SAMEA3294416	CTDH00000000.1	na	287	287	Pseudomonas aeruginosa		10% 1	latest	Contig	Major	Full	2015/04/20	239_10Pc_1_contigs_500	CARDIFF UNIVERSITY	GCA_001373735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/735/GCF_001373735.1_239_10Pc_1_contigs_500		
GCF_001373755.1	PRJNA224116	SAMEA3294417	CTDI00000000.1	na	287	287	Pseudomonas aeruginosa		10% 9	latest	Contig	Major	Full	2015/04/20	240_10Pc_9_contigs_500	CARDIFF UNIVERSITY	GCA_001373755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/755/GCF_001373755.1_240_10Pc_9_contigs_500		
GCF_001373775.1	PRJNA224116	SAMEA3294418	CTDK00000000.1	na	287	287	Pseudomonas aeruginosa		12.5% 6	latest	Contig	Major	Full	2015/04/20	241_12_5Pc_6_contigs_500	CARDIFF UNIVERSITY	GCA_001373775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/775/GCF_001373775.1_241_12_5Pc_6_contigs_500		
GCF_001373795.1	PRJNA224116	SAMEA3294419	CTDJ00000000.1	na	287	287	Pseudomonas aeruginosa		15% 5	latest	Contig	Major	Full	2015/04/20	242_15Pc_5_contigs_500	CARDIFF UNIVERSITY	GCA_001373795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/795/GCF_001373795.1_242_15Pc_5_contigs_500		
GCF_001373815.1	PRJNA224116	SAMEA3294420	CUXI00000000.1	na	287	287	Pseudomonas aeruginosa		15.121c	latest	Contig	Major	Full	2015/04/20	243_15_121C_contigs_500	CARDIFF UNIVERSITY	GCA_001373815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/815/GCF_001373815.1_243_15_121C_contigs_500		
GCF_001373835.1	PRJNA224116	SAMEA3294421	CUXK00000000.1	na	287	287	Pseudomonas aeruginosa		15.311Ga	latest	Contig	Major	Full	2015/04/20	244_15_311Ga_contigs_500	CARDIFF UNIVERSITY	GCA_001373835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/835/GCF_001373835.1_244_15_311Ga_contigs_500		
GCF_001373855.1	PRJNA224116	SAMEA3294422	CTDL00000000.1	na	287	287	Pseudomonas aeruginosa		TSB Pool	latest	Contig	Major	Full	2015/04/20	245_Tsb_Pool_contigs_500	CARDIFF UNIVERSITY	GCA_001373855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/855/GCF_001373855.1_245_Tsb_Pool_contigs_500		
GCF_001373875.1	PRJNA224116	SAMEA3294423	CTDM00000000.1	na	287	287	Pseudomonas aeruginosa		RW30	latest	Contig	Major	Full	2015/04/20	246_Rw30_contigs_500	CARDIFF UNIVERSITY	GCA_001373875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/875/GCF_001373875.1_246_Rw30_contigs_500		
GCF_001373895.1	PRJNA224116	SAMEA3294424	CUXL00000000.1	na	287	287	Pseudomonas aeruginosa		RW149	latest	Contig	Major	Full	2015/04/20	247_Rw149_contigs_500	CARDIFF UNIVERSITY	GCA_001373895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/895/GCF_001373895.1_247_Rw149_contigs_500		
GCF_001373915.1	PRJNA224116	SAMEA3294425	CTDN00000000.1	na	287	287	Pseudomonas aeruginosa		ATCC 15442	latest	Contig	Major	Full	2015/04/20	248_Rw198_contigs_500	CARDIFF UNIVERSITY	GCA_001373915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/915/GCF_001373915.1_248_Rw198_contigs_500		
GCF_001373935.1	PRJNA224116	SAMEA3294426	CUXM00000000.1	na	287	287	Pseudomonas aeruginosa		2.5% 3	latest	Contig	Major	Full	2015/04/20	249_2_5Pc_3_contigs_500	CARDIFF UNIVERSITY	GCA_001373935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/935/GCF_001373935.1_249_2_5Pc_3_contigs_500		
GCF_001373955.1	PRJNA224116	SAMEA3294427	CUXN00000000.1	na	287	287	Pseudomonas aeruginosa		TSB 4	latest	Contig	Major	Full	2015/04/20	249_Tsb_4_contigs_500	CARDIFF UNIVERSITY	GCA_001373955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/955/GCF_001373955.1_249_Tsb_4_contigs_500		
GCF_001373975.1	PRJNA224116	SAMEA3294428	CTDP00000000.1	na	287	287	Pseudomonas aeruginosa		10% 2	latest	Contig	Major	Full	2015/04/20	251_10Pc_2_contigs_500	CARDIFF UNIVERSITY	GCA_001373975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/975/GCF_001373975.1_251_10Pc_2_contigs_500		
GCF_001373995.1	PRJNA224116	SAMEA3294429	CUXO00000000.1	na	287	287	Pseudomonas aeruginosa		15.211Ga	latest	Contig	Major	Full	2015/04/20	255_15_211Ga_contigs_500	CARDIFF UNIVERSITY	GCA_001373995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/373/995/GCF_001373995.1_255_15_211Ga_contigs_500		
GCF_001374015.1	PRJNA224116	SAMEA3294430	CTDS00000000.1	na	287	287	Pseudomonas aeruginosa		15.311Gb	latest	Contig	Major	Full	2015/04/20	256_15_311Gb_contigs_500	CARDIFF UNIVERSITY	GCA_001374015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/015/GCF_001374015.1_256_15_311Gb_contigs_500		
GCF_001374035.1	PRJNA224116	SAMEA3294431	CUXX00000000.1	na	287	287	Pseudomonas aeruginosa		15.311Bb	latest	Contig	Major	Full	2015/04/20	280_15_311Bb_contigs_500	CARDIFF UNIVERSITY	GCA_001374035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/035/GCF_001374035.1_280_15_311Bb_contigs_500		
GCF_001374055.1	PRJNA224116	SAMEA3296128	CUXV00000000.1	na	287	287	Pseudomonas aeruginosa		15.111a	latest	Contig	Major	Full	2015/04/20	278_15_111A_contigs_500	CARDIFF UNIVERSITY	GCA_001374055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/055/GCF_001374055.1_278_15_111A_contigs_500		
GCF_001374075.1	PRJNA224116	SAMEA3296129	CTFI00000000.1	na	287	287	Pseudomonas aeruginosa		15.211Gc	latest	Contig	Major	Full	2015/04/20	279_15_211Gc_contigs_500	CARDIFF UNIVERSITY	GCA_001374075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/075/GCF_001374075.1_279_15_211Gc_contigs_500		
GCF_001374095.1	PRJNA224116	SAMEA3296130	CUXW00000000.1	na	287	287	Pseudomonas aeruginosa		TSB Bead DWL Pool 1	latest	Contig	Major	Full	2015/04/20	281_Tsb_Bead_Dwl_Pool_1_contigs_500	CARDIFF UNIVERSITY	GCA_001374095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/095/GCF_001374095.1_281_Tsb_Bead_Dwl_Pool_1_contigs_500		
GCF_001374115.1	PRJNA224116	SAMEA3296131	CTFJ00000000.1	na	287	287	Pseudomonas aeruginosa		RW110	latest	Contig	Major	Full	2015/04/20	282_Rw110_contigs_500	CARDIFF UNIVERSITY	GCA_001374115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/115/GCF_001374115.1_282_Rw110_contigs_500		
GCF_001374135.1	PRJNA224116	SAMEA3296132	CUXY00000000.1	na	287	287	Pseudomonas aeruginosa		RW172	latest	Contig	Major	Full	2015/04/20	283_Rw172_contigs_500	CARDIFF UNIVERSITY	GCA_001374135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/135/GCF_001374135.1_283_Rw172_contigs_500		
GCF_001374155.1	PRJNA224116	SAMEA3296133	CTFL00000000.1	na	287	287	Pseudomonas aeruginosa		RW202	latest	Contig	Major	Full	2015/04/20	284_Rw202_contigs_500	CARDIFF UNIVERSITY	GCA_001374155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/155/GCF_001374155.1_284_Rw202_contigs_500		
GCF_001374175.1	PRJNA224116	SAMEA3296134	CUXZ00000000.1	na	287	287	Pseudomonas aeruginosa		TSB 7	latest	Contig	Major	Full	2015/04/20	285_Tsb_7_contigs_500	CARDIFF UNIVERSITY	GCA_001374175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/175/GCF_001374175.1_285_Tsb_7_contigs_500		
GCF_001374195.1	PRJNA224116	SAMEA3296135	CUYA00000000.1	na	287	287	Pseudomonas aeruginosa		2.5% 6	latest	Contig	Major	Full	2015/04/20	286_2_5Pc_6_contigs_500	CARDIFF UNIVERSITY	GCA_001374195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/195/GCF_001374195.1_286_2_5Pc_6_contigs_500		
GCF_001374215.1	PRJNA224116	SAMEA3296136	CTFK00000000.1	na	287	287	Pseudomonas aeruginosa		10% 5	latest	Contig	Major	Full	2015/04/20	287_10Pc_5_contigs_500	CARDIFF UNIVERSITY	GCA_001374215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/215/GCF_001374215.1_287_10Pc_5_contigs_500		
GCF_001374235.1	PRJNA224116	SAMEA3296137	CTFN00000000.1	na	287	287	Pseudomonas aeruginosa		12.5% 2.2	latest	Contig	Major	Full	2015/04/20	288_12_5Pc_2_2_contigs_500	CARDIFF UNIVERSITY	GCA_001374235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/235/GCF_001374235.1_288_12_5Pc_2_2_contigs_500		
GCF_001374255.1	PRJNA224116	SAMEA3296138	CUYD00000000.1	na	287	287	Pseudomonas aeruginosa		15% 1	latest	Contig	Major	Full	2015/04/20	289_15Pc_1_contigs_500	CARDIFF UNIVERSITY	GCA_001374255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/255/GCF_001374255.1_289_15Pc_1_contigs_500		
GCF_001374275.1	PRJNA224116	SAMEA3296139	CUYC00000000.1	na	287	287	Pseudomonas aeruginosa		15.111b	latest	Contig	Major	Full	2015/04/20	290_15_111B_contigs_500	CARDIFF UNIVERSITY	GCA_001374275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/275/GCF_001374275.1_290_15_111B_contigs_500		
GCF_001374295.1	PRJNA224116	SAMEA3296140	CUYB00000000.1	na	287	287	Pseudomonas aeruginosa		15.211Ba	latest	Contig	Major	Full	2015/04/20	291_15_211Ba_contigs_500	CARDIFF UNIVERSITY	GCA_001374295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/295/GCF_001374295.1_291_15_211Ba_contigs_500		
GCF_001374315.1	PRJNA224116	SAMEA3296141	CUYE00000000.1	na	287	287	Pseudomonas aeruginosa		15.321Ga	latest	Contig	Major	Full	2015/04/20	292_15_321Ga_contigs_500	CARDIFF UNIVERSITY	GCA_001374315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/315/GCF_001374315.1_292_15_321Ga_contigs_500		
GCF_001374335.1	PRJNA224116	SAMEA3296142	CUYG00000000.1	na	287	287	Pseudomonas aeruginosa		TSB Bead DWL Pool 2	latest	Contig	Major	Full	2015/04/20	293_Tsb_Bead_Dwl_Pool_2_contigs_500	CARDIFF UNIVERSITY	GCA_001374335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/335/GCF_001374335.1_293_Tsb_Bead_Dwl_Pool_2_contigs_500		
GCF_001374355.1	PRJNA224116	SAMEA3296143	CTFM00000000.1	na	287	287	Pseudomonas aeruginosa		RW130	latest	Contig	Major	Full	2015/04/20	294_Rw130_contigs_500	CARDIFF UNIVERSITY	GCA_001374355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/355/GCF_001374355.1_294_Rw130_contigs_500		
GCF_001374375.1	PRJNA224116	SAMEA3296144	CUYF00000000.1	na	287	287	Pseudomonas aeruginosa		RW176	latest	Contig	Major	Full	2015/04/20	295_Rw176_contigs_500	CARDIFF UNIVERSITY	GCA_001374375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/374/375/GCF_001374375.1_295_Rw176_contigs_500		
